age,balance,housing,contact,duration,campaign,y
31,112,yes,cellular,159,2,no
40,13669,no,cellular,138,1,no
43,1429,yes,cellular,1015,1,yes
39,794,no,telephone,182,1,no
31,1957,no,cellular,112,3,no
48,454,yes,cellular,114,1,no
32,882,no,cellular,80,8,no
47,168,yes,telephone,66,1,no
35,714,yes,cellular,135,22,no
42,0,no,cellular,99,1,no
47,1996,no,unknown,761,2,yes
59,163,no,cellular,464,1,no
38,3190,yes,unknown,20,2,no
50,1772,no,cellular,206,4,no
27,-151,no,cellular,283,2,no
55,16,no,unknown,64,1,no
39,7066,yes,cellular,667,3,yes
31,454,no,cellular,73,3,no
37,4798,yes,unknown,156,2,no
28,-298,yes,unknown,559,7,no
42,439,no,cellular,143,2,no
40,1927,yes,unknown,62,1,no
59,671,yes,cellular,219,2,no
40,65,yes,cellular,15,3,no
43,-932,yes,cellular,567,1,no
38,4366,yes,cellular,188,2,no
54,0,yes,cellular,159,2,no
41,4900,yes,telephone,121,2,no
55,976,no,cellular,345,1,yes
33,148,no,unknown,717,1,no
46,5,no,cellular,71,3,no
36,-148,no,cellular,144,2,no
48,113,no,cellular,38,1,no
42,-105,yes,cellular,60,2,no
46,624,no,cellular,336,2,yes
49,-1680,yes,unknown,92,4,no
36,-461,no,cellular,254,2,no
34,144,yes,cellular,104,1,no
51,4,yes,cellular,74,5,no
58,309,no,cellular,156,2,no
48,866,no,cellular,146,2,no
41,1020,yes,unknown,882,1,yes
49,489,yes,unknown,84,4,no
43,8167,yes,unknown,114,2,no
32,-255,no,unknown,957,3,no
54,3671,no,unknown,67,3,no
33,636,yes,cellular,211,11,no
35,141,yes,cellular,299,2,no
56,150,yes,cellular,102,6,no
57,839,no,unknown,225,1,no
31,26965,no,cellular,654,2,yes
33,716,yes,cellular,234,2,no
29,2485,no,telephone,48,6,no
38,15030,yes,cellular,167,1,no
37,11303,no,cellular,500,2,no
33,595,no,cellular,22,2,no
30,19358,no,cellular,258,2,no
31,203,no,cellular,177,1,no
28,183,yes,unknown,62,2,no
26,255,no,cellular,457,1,yes
31,102,yes,telephone,460,2,no
50,94,yes,cellular,184,4,no
45,58,yes,telephone,119,3,no
48,606,no,cellular,77,6,no
41,0,no,cellular,107,1,no
60,65,yes,unknown,1028,2,yes
41,338,yes,unknown,87,1,no
43,757,yes,unknown,315,4,no
36,9269,yes,cellular,107,2,no
40,1206,no,telephone,201,5,no
28,882,no,cellular,94,1,no
27,5291,no,cellular,192,2,yes
49,61,yes,cellular,185,2,no
37,0,yes,cellular,77,1,no
31,1407,yes,cellular,142,3,no
31,25,no,cellular,381,1,no
31,1354,yes,cellular,222,2,no
35,793,yes,cellular,106,1,no
51,10287,yes,unknown,117,1,no
33,5235,no,cellular,67,3,no
30,3,yes,cellular,45,2,no
58,409,no,cellular,643,2,no
34,35,yes,cellular,76,1,no
45,-459,no,cellular,508,6,no
28,198,no,cellular,128,2,yes
31,99,yes,cellular,193,2,no
40,60,no,unknown,172,6,no
30,3485,no,cellular,142,2,no
34,-139,yes,unknown,492,2,no
40,952,no,unknown,140,1,no
59,1427,no,unknown,140,2,no
43,1017,yes,unknown,257,2,no
41,-29,no,cellular,41,2,no
33,9,no,cellular,91,2,no
33,4040,yes,cellular,132,2,no
36,13,no,unknown,284,1,no
32,1259,no,cellular,184,2,no
25,18,yes,cellular,225,1,no
25,-76,yes,unknown,241,3,no
38,221,no,cellular,79,3,no
34,136,yes,cellular,156,1,no
67,16353,no,cellular,223,2,no
32,-63,yes,unknown,198,1,no
45,7353,no,cellular,536,2,no
33,511,yes,unknown,304,2,no
38,3913,yes,cellular,196,2,no
32,1097,yes,unknown,298,2,no
54,6102,yes,unknown,86,6,no
51,340,yes,unknown,186,1,no
42,-119,yes,cellular,167,3,no
41,2993,yes,cellular,24,12,no
39,3575,no,cellular,74,3,no
38,361,yes,unknown,601,1,no
39,1072,yes,unknown,1168,2,no
46,2904,no,cellular,277,2,no
50,1790,no,cellular,748,3,no
33,86,yes,unknown,364,1,no
37,1633,yes,unknown,229,3,no
31,8312,no,cellular,43,13,no
34,172,no,cellular,177,1,yes
34,0,yes,cellular,262,1,yes
36,222,yes,cellular,317,1,no
40,109,no,unknown,402,22,no
40,1451,no,cellular,314,1,yes
41,1066,no,cellular,109,3,yes
52,3163,no,cellular,56,6,no
40,888,yes,unknown,169,2,no
48,428,yes,cellular,127,1,no
33,106,no,cellular,175,3,no
44,0,no,cellular,56,2,no
55,979,no,cellular,123,1,no
51,2662,no,telephone,148,2,no
34,84,no,cellular,231,1,no
58,5920,yes,cellular,255,1,no
39,816,yes,cellular,37,3,no
27,3276,no,cellular,106,1,no
55,2,yes,unknown,95,1,no
35,-51,no,unknown,134,2,no
37,3315,yes,cellular,820,2,no
52,196,yes,cellular,116,1,no
41,552,yes,cellular,463,1,no
52,2347,no,cellular,603,3,no
34,3723,yes,unknown,47,5,no
53,255,no,cellular,126,1,no
33,3143,no,cellular,421,2,yes
47,0,no,unknown,174,8,no
35,6411,yes,cellular,144,1,no
33,1909,no,cellular,191,2,no
55,3873,no,telephone,222,1,no
58,1013,yes,cellular,206,1,yes
44,262,yes,cellular,74,1,no
25,3217,yes,unknown,24,1,no
37,5436,yes,cellular,7,11,no
41,2067,yes,cellular,493,7,no
34,215,no,cellular,350,3,yes
36,1594,no,unknown,250,3,no
44,134,no,cellular,86,4,no
34,262,no,cellular,371,1,no
56,3021,no,unknown,419,2,no
43,388,yes,unknown,2087,2,yes
28,3412,yes,cellular,22,4,no
54,1291,yes,unknown,266,1,no
37,79,no,cellular,191,1,no
59,2013,no,cellular,222,4,yes
58,543,no,telephone,264,3,no
56,1016,yes,unknown,184,5,no
32,604,no,cellular,95,3,no
42,525,no,cellular,127,2,no
52,353,no,cellular,395,4,no
46,964,yes,cellular,174,1,no
37,3913,yes,cellular,124,1,yes
39,879,yes,unknown,102,2,no
31,314,yes,cellular,279,1,no
59,0,no,cellular,76,11,no
38,1370,yes,cellular,472,2,no
58,37,no,cellular,84,11,no
34,673,yes,cellular,271,1,no
40,-342,yes,unknown,754,1,no
20,291,no,telephone,172,5,no
34,209,yes,cellular,375,2,no
31,438,yes,cellular,130,2,no
39,1242,yes,unknown,303,3,no
34,355,yes,unknown,261,1,no
24,204,yes,cellular,229,3,no
41,10758,yes,cellular,288,1,no
40,5,yes,cellular,219,3,no
45,410,yes,unknown,891,4,yes
36,605,yes,unknown,204,1,no
53,4,no,unknown,19,6,no
23,8494,no,cellular,158,2,no
42,198,yes,unknown,314,1,no
48,841,yes,unknown,215,1,no
34,8,no,cellular,169,4,no
36,470,yes,cellular,101,4,no
43,520,yes,unknown,15,13,no
36,439,yes,unknown,260,5,no
49,-454,yes,cellular,558,1,yes
55,466,no,unknown,287,4,no
53,665,yes,cellular,371,2,yes
42,994,yes,cellular,149,1,yes
45,5346,yes,unknown,187,1,yes
31,1243,yes,unknown,32,1,no
32,0,yes,unknown,138,1,no
36,2357,yes,unknown,228,2,no
56,1044,no,telephone,353,2,yes
46,1069,yes,unknown,45,2,no
41,231,no,cellular,76,2,no
31,0,yes,unknown,144,2,no
32,266,yes,cellular,168,2,no
38,-70,yes,cellular,140,1,no
49,25824,no,unknown,94,1,no
46,538,no,unknown,118,3,no
29,534,yes,cellular,382,1,no
36,2323,no,cellular,111,1,no
38,1852,yes,cellular,298,2,no
53,2647,yes,unknown,121,1,no
43,2767,yes,unknown,317,7,no
41,176,yes,unknown,42,1,no
42,9720,no,cellular,81,2,no
55,1613,yes,cellular,296,1,yes
39,2903,yes,telephone,259,2,no
30,81,yes,cellular,121,6,no
41,780,yes,cellular,432,3,no
44,178,no,cellular,126,2,no
58,299,no,cellular,120,4,no
35,285,yes,cellular,136,1,no
27,872,yes,cellular,1130,3,no
34,1337,no,cellular,330,2,yes
25,72,yes,cellular,305,2,no
36,0,no,unknown,332,3,no
38,-388,yes,unknown,412,1,no
30,11,yes,cellular,157,1,no
47,-535,yes,cellular,71,2,no
41,787,yes,cellular,297,2,no
36,3343,no,cellular,307,1,no
63,3904,no,telephone,250,2,yes
23,736,yes,cellular,119,1,no
32,1390,no,cellular,116,2,no
57,808,no,telephone,274,1,no
48,1147,no,cellular,389,1,yes
49,1122,no,cellular,143,1,no
50,-568,yes,unknown,860,2,no
33,1165,yes,unknown,420,2,no
53,-905,yes,unknown,213,1,no
30,0,yes,cellular,756,1,no
38,740,no,cellular,259,3,no
44,8262,yes,cellular,201,16,no
39,14,yes,unknown,19,9,no
45,7108,yes,cellular,53,1,no
36,1049,yes,cellular,224,4,yes
38,0,yes,cellular,57,5,no
36,419,yes,unknown,251,1,no
30,726,yes,cellular,39,1,no
28,594,yes,unknown,54,3,no
26,454,yes,unknown,28,18,no
54,2206,no,cellular,104,1,yes
38,1988,no,cellular,164,2,yes
32,0,no,cellular,268,2,no
50,202,no,cellular,148,1,no
43,667,yes,unknown,228,3,no
48,112,no,cellular,139,5,no
57,50,no,cellular,89,3,no
64,768,no,cellular,250,2,no
26,74,yes,unknown,106,6,no
33,661,yes,cellular,968,1,yes
50,3025,no,cellular,168,3,no
47,751,no,cellular,408,14,no
39,416,no,cellular,56,4,no
52,14,no,cellular,55,5,no
31,-502,yes,unknown,76,4,no
50,0,no,cellular,72,5,no
47,599,yes,cellular,99,3,no
30,-218,yes,cellular,13,15,no
32,1012,no,cellular,178,1,no
36,300,no,unknown,287,1,no
46,217,yes,cellular,141,1,no
45,2096,no,cellular,127,1,no
37,0,no,cellular,69,2,no
58,5278,yes,unknown,763,4,no
59,1831,no,cellular,122,1,no
28,1480,yes,cellular,143,1,no
48,7289,yes,cellular,316,3,no
55,1665,no,telephone,89,2,no
37,851,yes,cellular,151,1,no
41,2885,no,cellular,40,1,no
35,137,no,unknown,5,1,no
34,1239,yes,cellular,90,1,no
43,146,no,cellular,50,1,no
59,1,no,cellular,159,2,yes
50,-10,no,cellular,369,6,no
37,480,no,cellular,344,2,yes
35,2789,yes,cellular,256,2,no
50,3897,no,cellular,298,1,no
36,487,no,cellular,268,3,no
41,5110,yes,cellular,231,1,no
28,318,yes,unknown,4,4,no
42,-411,yes,cellular,78,5,no
60,4820,no,unknown,419,1,no
28,4937,yes,telephone,421,3,no
48,725,no,cellular,105,1,no
51,5403,no,unknown,42,1,no
32,4089,no,cellular,114,7,no
35,188,no,cellular,286,2,no
37,189,no,cellular,238,1,yes
38,2998,yes,unknown,91,1,no
77,610,no,cellular,766,3,no
32,787,no,cellular,92,1,no
43,167,no,cellular,211,3,no
36,243,yes,cellular,160,2,no
29,877,no,cellular,166,3,no
32,2817,yes,cellular,195,1,no
41,4567,yes,cellular,106,1,no
26,127,yes,cellular,85,3,no
34,176,no,cellular,78,1,no
57,0,yes,unknown,648,1,yes
36,1482,yes,cellular,177,2,no
42,3052,yes,unknown,32,1,no
35,56,no,cellular,24,12,no
52,278,yes,unknown,688,2,no
36,3875,yes,unknown,21,5,no
46,-337,yes,unknown,112,1,no
60,366,no,cellular,593,1,yes
57,501,yes,cellular,59,2,no
48,998,yes,cellular,121,3,no
59,0,yes,telephone,97,2,no
39,246,no,cellular,86,2,no
44,-182,yes,cellular,10,10,no
27,446,no,cellular,205,3,no
59,1173,no,unknown,77,2,no
36,5957,yes,cellular,138,2,no
44,205,no,cellular,289,1,yes
50,0,no,cellular,86,4,no
41,369,yes,telephone,9,3,no
47,1934,no,cellular,225,1,no
32,259,no,cellular,407,4,no
38,284,yes,unknown,1030,6,no
55,23,no,cellular,123,2,no
38,1373,no,cellular,119,4,no
31,62,yes,cellular,175,1,no
38,157,no,unknown,299,5,no
29,991,no,cellular,563,1,no
55,186,yes,unknown,241,1,no
35,977,yes,cellular,52,4,no
40,2893,no,cellular,76,3,no
34,1897,yes,cellular,441,1,no
32,5514,no,cellular,319,1,yes
33,889,yes,unknown,13,1,no
33,273,yes,unknown,803,1,yes
37,1193,no,cellular,396,2,no
58,2729,no,unknown,188,1,no
36,0,no,cellular,637,1,no
42,230,yes,unknown,175,7,no
34,2729,yes,cellular,945,1,no
35,317,yes,unknown,162,3,no
60,517,no,unknown,1178,3,no
50,-470,yes,cellular,506,2,no
28,4579,no,cellular,409,2,yes
27,1,yes,cellular,116,3,no
37,5106,no,cellular,244,1,yes
31,636,yes,cellular,352,4,yes
34,1076,no,cellular,152,1,yes
38,126,yes,unknown,164,2,no
32,-33,yes,unknown,234,3,no
37,430,no,cellular,154,4,no
33,-6,yes,unknown,566,2,no
71,383,no,cellular,327,2,no
27,130,yes,cellular,265,3,no
38,2569,no,unknown,172,1,no
34,201,no,cellular,257,2,no
54,0,no,unknown,618,1,yes
30,6,yes,cellular,241,3,no
35,475,no,cellular,936,4,no
33,706,yes,cellular,329,1,no
36,1825,yes,cellular,24,1,no
59,185,no,cellular,177,5,no
72,4415,no,telephone,120,1,no
64,679,no,telephone,135,3,no
53,320,no,cellular,175,1,no
35,2988,yes,cellular,179,1,no
58,1407,yes,unknown,58,1,no
40,1270,no,cellular,342,2,no
41,654,yes,cellular,139,2,no
48,5173,yes,unknown,88,8,no
44,3463,yes,cellular,210,3,no
39,0,no,cellular,731,1,no
61,6016,no,cellular,670,3,yes
36,177,yes,unknown,63,5,no
28,3694,no,cellular,70,2,no
58,1640,no,cellular,72,6,no
60,174,yes,cellular,241,1,no
66,10177,no,cellular,272,4,no
36,490,no,cellular,207,8,yes
49,2576,yes,cellular,64,6,no
40,0,no,unknown,543,2,no
23,598,no,cellular,166,1,no
29,15459,no,cellular,245,3,no
44,271,yes,unknown,94,1,no
54,2508,no,unknown,34,8,no
47,320,no,telephone,203,2,no
33,640,no,cellular,318,1,no
30,1772,yes,cellular,158,4,no
27,15,no,cellular,177,1,no
49,2370,yes,unknown,56,1,no
27,201,yes,unknown,172,2,no
51,160,yes,cellular,136,1,no
32,5,yes,cellular,82,3,no
30,75,yes,unknown,123,1,no
33,4902,yes,cellular,110,1,no
27,-79,yes,unknown,385,5,no
75,1341,no,cellular,415,7,yes
37,490,yes,cellular,73,1,no
36,1521,yes,unknown,243,2,no
37,131,yes,unknown,137,2,no
35,8,yes,unknown,55,4,no
32,-632,yes,cellular,18,5,no
32,116,no,cellular,255,2,no
35,189,yes,cellular,95,1,no
31,2,yes,cellular,112,1,no
28,4229,yes,cellular,205,2,no
27,54,yes,cellular,97,1,no
22,549,no,cellular,154,1,no
35,298,yes,cellular,135,2,no
69,579,no,cellular,230,1,no
37,1467,yes,cellular,349,1,no
45,0,yes,cellular,38,1,no
47,109,yes,cellular,268,1,no
52,-11,yes,cellular,94,4,no
33,90,yes,cellular,263,2,no
60,493,no,cellular,671,4,yes
33,1897,yes,unknown,197,1,no
44,2403,yes,cellular,180,2,no
38,868,no,cellular,452,2,no
54,653,yes,unknown,352,1,no
32,0,no,cellular,175,4,no
33,0,yes,cellular,163,2,no
55,218,yes,unknown,200,2,no
51,5050,no,unknown,75,7,no
48,741,yes,cellular,227,1,no
37,1050,yes,cellular,586,3,no
33,-56,no,cellular,119,5,no
30,1,yes,telephone,80,2,no
43,-98,yes,cellular,112,2,no
49,4667,yes,unknown,130,2,no
54,541,yes,cellular,237,3,no
31,7744,no,cellular,377,8,no
54,895,no,cellular,335,1,yes
36,-129,yes,cellular,121,3,no
30,0,no,cellular,127,5,no
27,158,no,unknown,650,2,yes
30,122,yes,unknown,107,1,no
30,673,yes,unknown,610,2,no
35,0,no,cellular,124,4,no
33,411,yes,unknown,216,1,no
43,-97,yes,cellular,747,4,no
41,-217,yes,cellular,313,1,no
41,5037,no,cellular,252,9,yes
46,2232,no,cellular,121,1,yes
54,-932,yes,unknown,799,1,no
32,913,yes,cellular,883,1,no
30,236,yes,unknown,197,1,no
40,0,yes,cellular,271,2,no
30,2581,no,unknown,221,2,no
27,639,no,cellular,243,3,no
41,849,yes,unknown,72,1,no
54,386,yes,cellular,155,2,no
32,1218,yes,telephone,70,2,no
31,2603,yes,cellular,280,4,yes
42,-921,yes,unknown,115,2,no
48,607,no,unknown,29,2,no
34,79,yes,cellular,406,2,no
55,61,yes,cellular,113,3,no
49,1091,no,telephone,47,2,no
46,743,no,unknown,36,2,no
47,209,yes,unknown,135,2,no
24,172,no,cellular,67,2,no
58,2,no,unknown,684,1,no
32,41,no,cellular,686,5,yes
25,1116,yes,cellular,170,3,no
49,-55,no,unknown,150,3,no
59,5845,no,cellular,1060,2,yes
30,329,yes,unknown,122,16,no
46,494,yes,unknown,724,1,no
42,1519,no,cellular,230,1,yes
37,2685,no,unknown,187,2,no
44,-14,yes,unknown,179,4,no
49,5673,no,cellular,357,3,no
41,1459,no,unknown,82,1,no
48,0,no,telephone,176,15,no
31,625,yes,cellular,424,1,no
37,0,no,unknown,115,1,no
51,867,yes,cellular,177,2,no
80,8304,no,telephone,712,1,yes
32,151,yes,unknown,118,1,no
48,-583,yes,unknown,25,7,no
49,1784,no,unknown,753,1,no
30,3134,yes,cellular,124,1,no
27,49,yes,cellular,208,2,no
34,-346,no,cellular,136,4,no
49,1623,yes,cellular,1081,2,yes
48,60,no,telephone,376,2,no
40,17,no,cellular,78,1,no
38,2008,yes,cellular,354,1,no
46,91,yes,cellular,29,1,no
41,171,yes,cellular,209,1,no
28,1027,yes,cellular,433,1,no
51,5801,yes,unknown,147,2,no
33,142,yes,telephone,41,2,no
26,205,no,unknown,111,1,no
34,852,no,cellular,108,2,no
27,-584,yes,cellular,411,2,no
42,97,no,cellular,108,2,no
45,204,yes,cellular,224,2,yes
31,628,yes,unknown,1083,2,no
32,311,no,unknown,757,2,yes
39,1564,no,unknown,57,1,no
26,856,yes,cellular,95,5,no
40,1509,no,cellular,144,2,no
52,-888,no,cellular,135,1,no
40,226,no,cellular,176,2,no
48,127,no,cellular,524,5,no
31,413,yes,unknown,65,1,no
27,710,yes,cellular,653,1,yes
47,1233,yes,unknown,91,1,yes
28,171,no,cellular,93,1,yes
40,69,yes,cellular,503,2,no
34,1499,yes,cellular,186,1,no
29,751,yes,unknown,121,2,no
36,61,no,cellular,452,2,no
83,425,no,telephone,883,1,yes
55,2923,yes,unknown,104,2,no
43,99,no,cellular,24,3,no
23,1021,no,telephone,79,9,no
44,1146,no,cellular,178,2,no
58,781,yes,cellular,74,2,no
29,1448,no,cellular,217,1,no
30,604,no,cellular,475,1,no
29,-194,yes,cellular,127,1,no
41,0,no,cellular,101,1,no
35,0,yes,cellular,340,3,no
31,1014,yes,cellular,158,4,no
27,73,no,cellular,242,1,no
47,2597,yes,unknown,323,1,no
53,2627,yes,unknown,18,30,no
34,1906,yes,cellular,68,3,no
34,-319,yes,cellular,134,4,no
36,-296,yes,cellular,113,3,no
40,169,yes,cellular,43,4,no
37,556,no,unknown,200,2,no
65,300,no,cellular,245,2,no
53,751,yes,unknown,343,4,no
28,126,no,cellular,229,1,no
33,-386,yes,unknown,530,1,no
56,379,no,cellular,58,5,no
45,706,no,cellular,78,2,no
39,9121,no,unknown,147,1,no
28,1466,yes,cellular,40,1,no
36,0,yes,cellular,618,2,no
41,951,yes,cellular,23,4,no
46,368,no,cellular,293,1,yes
41,121,yes,cellular,16,6,no
59,204,no,cellular,286,2,no
24,299,yes,cellular,209,1,no
34,4170,yes,unknown,935,1,no
40,-335,yes,unknown,260,1,no
42,3165,yes,unknown,298,4,no
50,254,yes,cellular,397,2,no
25,553,yes,cellular,113,4,no
51,518,yes,telephone,76,1,no
50,85,no,cellular,141,1,no
37,603,yes,unknown,773,2,no
21,361,no,telephone,329,1,no
52,-98,yes,unknown,423,1,no
55,4424,no,cellular,67,4,no
26,2610,yes,unknown,626,1,no
38,3234,no,cellular,578,2,yes
32,687,yes,unknown,61,1,no
31,631,yes,unknown,248,4,no
34,341,no,cellular,136,1,no
33,316,no,cellular,126,3,no
35,2,no,telephone,653,3,no
44,415,yes,telephone,7,7,no
48,507,yes,cellular,528,1,no
29,912,yes,cellular,785,1,no
50,0,no,cellular,243,5,no
37,37,yes,cellular,24,2,no
44,2524,no,unknown,82,1,no
36,9019,yes,unknown,952,3,no
49,39,yes,cellular,27,5,no
31,0,yes,unknown,143,1,no
49,265,yes,unknown,274,6,no
35,0,yes,cellular,1174,1,yes
57,4012,no,cellular,915,1,no
42,1520,yes,cellular,115,1,no
36,-140,yes,unknown,222,2,no
75,852,no,cellular,341,1,no
38,578,yes,unknown,112,2,no
40,0,yes,unknown,64,2,no
38,2253,yes,cellular,937,3,yes
34,1171,yes,cellular,129,1,no
29,452,yes,cellular,59,1,no
28,-97,yes,cellular,79,1,no
79,4738,no,telephone,151,5,no
51,467,yes,unknown,83,1,no
32,0,no,cellular,101,5,no
36,495,no,cellular,157,3,yes
38,157,no,cellular,57,11,no
49,358,yes,unknown,176,3,no
42,292,yes,cellular,222,3,no
43,7343,yes,unknown,217,4,no
34,-563,yes,unknown,252,1,no
59,351,yes,unknown,1063,5,yes
35,365,no,cellular,41,2,no
33,13494,yes,unknown,27,25,no
34,846,yes,cellular,758,2,no
64,1574,no,telephone,301,3,yes
34,-28,yes,cellular,574,1,no
77,0,no,cellular,847,1,yes
57,2927,no,telephone,78,5,no
30,501,yes,unknown,514,1,no
56,1238,no,unknown,1558,1,yes
49,301,no,cellular,789,2,no
73,1388,no,cellular,146,3,no
39,102,yes,cellular,272,2,no
57,13,yes,cellular,323,2,no
32,413,yes,cellular,712,2,no
32,4665,yes,unknown,860,2,yes
45,638,yes,cellular,75,9,no
32,101,yes,unknown,191,4,no
31,1224,yes,cellular,1441,2,yes
49,1103,no,cellular,428,2,no
29,3748,no,cellular,322,3,no
55,955,yes,cellular,104,1,no
30,518,yes,cellular,127,1,no
45,1893,yes,unknown,1259,6,yes
39,14,no,cellular,114,2,no
36,-423,yes,unknown,106,1,no
33,3696,no,cellular,305,1,no
36,2987,yes,cellular,307,1,yes
31,433,no,cellular,1504,2,no
36,756,no,cellular,396,3,no
38,0,yes,cellular,71,1,no
33,2727,no,cellular,205,3,no
40,93,yes,unknown,134,2,no
31,1766,no,cellular,166,2,yes
39,124,yes,cellular,81,5,no
33,69,no,cellular,77,2,no
53,0,no,cellular,80,2,yes
38,0,yes,cellular,537,5,no
59,259,no,cellular,415,1,yes
55,4103,no,cellular,291,1,no
38,744,yes,cellular,283,1,no
48,116,yes,telephone,70,4,no
53,70,yes,unknown,611,2,no
44,432,no,cellular,132,3,no
57,1172,no,unknown,26,1,no
29,9,yes,cellular,262,3,no
31,428,yes,unknown,272,1,no
35,7546,yes,cellular,137,1,no
31,620,no,cellular,95,1,no
35,8647,no,cellular,140,2,no
40,192,yes,unknown,71,11,no
39,0,yes,cellular,502,1,no
43,27733,yes,unknown,164,7,no
44,276,yes,unknown,219,1,no
29,113,no,cellular,328,2,yes
40,782,yes,unknown,224,2,no
33,82,yes,cellular,63,2,no
46,1008,no,cellular,24,13,no
27,6421,no,telephone,147,4,no
26,443,no,cellular,84,3,no
41,351,yes,cellular,175,1,no
34,5060,yes,cellular,12,21,no
39,-41,no,cellular,40,15,no
27,-124,no,cellular,217,1,no
31,79,yes,cellular,235,11,no
44,3945,no,cellular,255,1,no
55,197,no,cellular,256,1,no
51,837,no,telephone,41,2,no
50,-94,no,unknown,75,1,no
30,1743,yes,cellular,192,4,no
46,57,no,unknown,796,1,yes
49,635,no,cellular,220,3,no
56,-113,yes,cellular,614,2,no
47,225,no,cellular,1126,4,yes
30,124,no,telephone,161,2,no
36,475,no,cellular,141,3,no
40,-7,no,telephone,697,1,no
37,375,no,unknown,223,2,no
42,936,no,cellular,931,1,yes
45,1415,yes,cellular,483,1,no
34,0,no,cellular,63,2,no
27,3638,no,cellular,271,5,no
30,-99,yes,cellular,144,5,no
32,167,yes,cellular,79,3,no
46,19,yes,telephone,171,1,no
29,242,yes,cellular,73,4,no
53,13,no,telephone,69,1,no
32,286,no,cellular,60,1,no
49,769,yes,unknown,257,1,no
35,93,no,cellular,198,2,no
38,1663,yes,cellular,217,3,no
39,238,yes,cellular,134,1,no
34,2178,yes,cellular,41,1,no
42,792,yes,cellular,611,2,no
35,871,yes,unknown,216,3,no
60,1025,no,cellular,388,8,no
57,63,yes,unknown,242,1,no
31,16,no,cellular,387,1,no
29,417,no,cellular,90,1,no
41,3992,yes,telephone,281,2,no
46,2749,yes,cellular,332,1,no
33,133,no,cellular,218,1,yes
32,1721,yes,unknown,650,2,no
54,2171,yes,telephone,1034,1,yes
37,4760,yes,cellular,182,2,no
32,2979,no,cellular,156,1,no
43,690,yes,cellular,171,3,no
50,203,yes,telephone,265,1,no
34,322,yes,cellular,10,3,no
31,1210,no,cellular,350,1,no
43,634,yes,cellular,65,1,no
49,273,no,cellular,58,1,no
22,47,no,cellular,69,3,no
35,1100,no,cellular,127,2,no
56,0,yes,telephone,154,2,no
53,0,no,telephone,36,4,no
54,1544,no,cellular,85,7,no
32,6145,yes,cellular,362,1,no
41,28,yes,cellular,49,1,no
40,1012,yes,cellular,410,1,no
33,245,yes,cellular,253,3,no
33,1998,no,cellular,570,1,no
34,3990,yes,cellular,633,7,no
36,1328,yes,unknown,82,4,no
34,412,yes,cellular,164,1,no
55,229,no,unknown,175,3,no
28,1562,no,cellular,659,4,yes
29,3432,yes,cellular,139,2,no
31,144,yes,unknown,43,11,no
52,1339,yes,cellular,343,5,no
54,386,no,cellular,74,1,no
43,7727,yes,unknown,302,8,no
55,204,no,cellular,455,13,no
28,101,yes,unknown,126,4,no
45,728,yes,cellular,107,1,no
45,2418,yes,unknown,120,1,no
51,2934,yes,cellular,727,4,no
42,0,yes,unknown,275,4,no
43,181,no,telephone,41,1,no
34,176,no,cellular,61,4,no
36,49,yes,cellular,232,2,no
37,2023,yes,cellular,214,1,no
50,372,yes,telephone,21,1,no
42,7702,no,cellular,138,2,yes
34,464,yes,cellular,173,1,no
48,117,yes,cellular,635,1,no
47,104,yes,cellular,77,2,no
40,1041,yes,unknown,73,1,no
37,539,no,cellular,540,2,no
38,0,yes,unknown,179,2,no
29,406,yes,cellular,119,1,no
46,2558,yes,telephone,107,1,no
26,484,yes,unknown,48,2,no
30,3516,yes,unknown,447,4,no
42,5639,yes,cellular,430,2,no
42,100,no,cellular,64,2,no
31,1306,yes,unknown,217,5,no
37,815,yes,cellular,77,1,no
26,245,yes,unknown,16,11,no
54,191,no,cellular,753,2,no
70,2815,no,cellular,125,2,no
29,3672,yes,unknown,1210,1,no
50,1572,yes,cellular,185,1,no
60,385,yes,cellular,80,1,no
32,29,no,cellular,156,2,no
32,84,no,cellular,403,3,no
34,876,yes,cellular,145,2,no
48,1499,yes,cellular,17,7,no
25,0,yes,cellular,160,1,no
32,6217,yes,cellular,486,2,no
32,329,yes,cellular,321,1,no
47,162,yes,unknown,203,4,no
32,14533,no,cellular,646,3,no
49,151,yes,cellular,97,3,yes
53,-2,yes,cellular,144,2,no
41,4684,no,unknown,30,6,no
47,1149,no,cellular,82,2,no
35,11,yes,unknown,326,4,no
33,8004,no,cellular,414,3,no
49,1019,yes,cellular,285,5,no
46,1297,no,cellular,716,3,yes
29,415,yes,unknown,449,4,no
58,671,yes,unknown,16,3,no
40,2378,yes,unknown,65,1,no
34,417,yes,cellular,138,1,no
60,71,no,cellular,121,3,no
43,1188,no,cellular,140,2,no
50,8139,yes,cellular,256,6,no
33,249,yes,cellular,61,4,no
37,689,yes,cellular,367,2,no
55,203,yes,telephone,9,5,no
45,-183,no,cellular,395,4,no
47,3451,no,cellular,125,2,no
58,116,no,unknown,580,3,no
36,1746,yes,cellular,15,1,no
55,0,yes,unknown,119,2,no
31,897,yes,unknown,26,2,no
38,821,yes,cellular,224,2,no
42,130,yes,unknown,285,1,no
32,1,yes,unknown,399,4,no
39,8,no,cellular,88,3,no
41,55,yes,cellular,185,4,no
59,699,no,cellular,98,1,no
42,759,no,cellular,97,1,no
33,687,yes,cellular,72,2,no
53,4968,no,cellular,109,1,no
